id,y_true,pred_M0,pred_M1,pred_M2,pred_M3
30099,45,45,45,45,45
30100,12,39,12,12,12
30101,7,3,7,7,7
30102,4,4,4,4,4
30103,29,7,29,29,29
30104,36,3,36,36,2
30105,21,1,1,1,1
30106,3,3,3,3,3
30107,23,0,23,23,23
30108,43,8,43,43,43
30109,6,24,6,6,6
30110,3,3,3,3,3
30111,38,8,38,38,38
30112,28,3,5,28,5
30113,12,6,12,12,12
30114,8,8,8,8,8
30115,5,5,5,5,5
30116,4,1,4,4,4
30117,15,8,15,40,15
30118,0,0,0,0,0
30119,39,39,39,39,39
30120,21,1,1,1,1
30121,9,8,9,9,9
30122,0,0,0,0,0
30123,17,2,17,17,17
30124,31,8,31,31,31
30125,6,3,6,6,6
30126,7,0,7,7,7
30127,46,6,46,46,46
30128,4,1,4,34,4
30129,0,0,0,0,0
30130,38,3,38,38,38
30131,21,8,1,1,1
30132,33,8,33,33,20
30133,30,0,30,30,30
30134,43,39,43,43,43
30135,9,9,9,9,9
30136,28,6,5,28,5
30137,1,1,1,1,1
30138,12,0,12,12,12
30139,5,6,5,5,5
30140,1,1,18,18,18
30141,27,39,27,27,27
30142,4,43,4,4,4
30143,4,4,4,4,4
30144,0,0,0,0,0
30145,5,8,5,5,5
30146,43,39,43,43,43
30147,28,5,5,5,28
30148,29,6,29,29,29
30149,10,8,10,10,10
30150,6,24,6,6,6
30151,24,0,24,24,0
30152,5,3,28,28,28
30153,21,1,1,1,1
30154,4,4,4,4,4
30155,6,6,6,6,6
30156,21,1,1,1,1
30157,21,4,18,18,18
30158,21,1,1,1,1
30159,18,1,18,18,1
30160,28,3,28,28,28
30161,8,8,8,8,8
30162,6,4,6,6,6
30163,34,1,9,34,4
30164,9,4,9,9,9
30165,8,8,8,8,8
30166,36,2,25,44,3
30167,5,5,5,5,5
30168,21,8,1,21,18
30169,1,1,1,1,1
30170,2,2,2,2,2
30171,2,2,2,2,2
30172,4,4,4,4,4
30173,1,1,1,1,1
30174,28,3,28,28,28
30175,6,24,6,6,6
30176,8,8,8,8,8
30177,28,6,28,28,28
30178,28,2,28,28,28
30179,3,2,3,3,3
30180,26,0,26,26,26
30181,24,0,24,24,0
30182,28,0,28,28,28
30183,33,5,33,33,33
30184,39,39,39,39,39
30185,2,2,2,2,2
30186,2,0,2,2,2
30187,22,24,22,22,22
30188,36,39,36,36,36
30189,37,6,6,6,42
30190,6,6,6,6,6
30191,9,3,9,9,9
30192,19,1,19,19,19
30193,31,4,31,31,31
30194,39,39,39,39,39
30195,11,3,11,11,11
30196,4,4,4,30,4
30197,1,1,1,1,1
30198,8,8,8,8,8
30199,9,4,9,9,9
30200,30,4,30,30,30
30201,8,8,8,8,8
30202,2,2,2,2,2
30203,40,8,15,15,15
30204,44,6,8,15,44
30205,3,3,3,3,3
30206,21,39,21,21,21
30207,0,0,0,0,0
30208,9,9,9,9,9
30209,8,8,8,8,8
30210,12,3,12,12,12
30211,5,39,5,5,5
30212,24,24,24,24,24
30213,5,6,5,5,5
30214,9,8,9,9,9
30215,9,9,9,9,9
30216,21,1,1,1,1
30217,6,6,6,6,6
30218,3,3,3,3,3
30219,12,39,12,12,12
30220,21,1,1,1,1
30221,21,8,1,1,1
30222,45,39,45,45,45
30223,9,7,9,9,9
30224,6,6,6,6,6
30225,46,8,46,46,46
30226,14,8,14,14,14
30227,6,6,6,6,6
30228,9,4,9,9,9
30229,36,39,36,36,36
30230,46,1,46,46,46
30231,21,1,21,21,1
30232,21,8,1,1,1
30233,42,1,42,42,42
30234,1,1,1,1,1
30235,29,8,7,7,7
30236,12,6,12,12,12
30237,5,4,5,5,5
30238,6,6,6,6,6
30239,18,1,1,1,1
30240,1,1,1,1,1
30241,46,1,46,46,46
30242,35,2,2,2,2
30243,25,43,25,25,25
30244,0,2,0,0,0
30245,45,1,45,45,45
30246,5,8,5,5,5
30247,30,2,30,38,30
30248,3,8,3,3,3
30249,4,4,4,4,4
30250,3,3,3,3,3
30251,2,2,2,2,2
30252,18,1,18,18,18
30253,2,2,2,2,2
30254,12,6,12,12,12
30255,45,39,45,45,45
30256,15,5,15,15,15
30257,13,0,13,13,13
30258,32,2,32,32,32
30259,39,39,39,39,39
30260,0,0,0,24,0
30261,6,6,6,6,6
30262,7,6,7,7,7
30263,10,39,10,10,10
30264,39,39,39,39,39
30265,46,1,46,46,46
30266,6,6,21,6,21
30267,8,8,8,8,8
30268,4,8,4,4,4
30269,26,0,26,26,26
30270,9,4,9,9,9
30271,8,8,8,8,8
30272,42,8,42,42,42
30273,6,6,6,6,6
30274,1,1,1,1,1
30275,38,3,38,38,38
30276,35,4,35,35,35
30277,46,8,46,46,46
30278,30,2,30,30,30
30279,43,0,43,43,43
30280,1,1,1,1,1
30281,7,7,7,7,7
30282,24,24,24,24,24
30283,4,4,4,4,4
30284,28,6,28,28,28
30285,9,4,9,9,9
30286,4,4,4,4,4
30287,34,1,34,34,34
30288,29,1,29,29,29
30289,33,39,20,20,33
30290,4,2,4,42,42
30291,1,1,1,1,1
30292,34,43,4,4,34
30293,0,0,0,0,0
30294,19,7,19,19,19
30295,42,8,42,42,42
30296,1,1,1,1,1
30297,32,4,31,31,32
30298,0,0,0,0,0
30299,8,8,8,8,8
30300,1,1,18,18,18
30301,15,7,15,15,15
30302,46,8,46,46,46
30303,4,39,4,4,4
30304,46,4,29,15,46
30305,39,39,39,39,39
30306,9,4,9,9,9
30307,6,6,6,6,6
30308,9,4,9,41,9
30309,30,41,30,30,30
30310,8,8,8,8,8
30311,28,3,28,5,28
30312,6,6,6,6,6
30313,2,2,2,2,2
30314,18,6,18,18,18
30315,42,2,42,42,42
30316,8,8,8,8,8
30317,3,9,3,3,3
30318,20,8,20,20,20
30319,6,6,6,6,6
30320,32,2,32,32,32
30321,12,39,12,12,21
30322,9,4,9,9,9
30323,5,6,5,5,5
30324,31,39,31,31,31
30325,0,0,24,24,0
30326,24,0,0,0,0
30327,1,1,1,1,1
30328,39,6,39,39,39
30329,1,1,1,1,1
30330,10,2,10,10,10
30331,21,1,1,1,1
30332,17,39,17,23,43
30333,1,1,1,1,1
30334,22,39,22,22,22
30335,43,39,43,43,43
30336,33,8,33,33,33
30337,7,7,7,7,7
30338,39,39,39,39,39
30339,8,8,8,8,8
30340,14,39,14,14,14
30341,34,8,34,34,34
30342,1,1,18,18,1
30343,33,8,33,33,33
30344,4,4,4,4,4
30345,6,6,6,6,6
30346,8,1,8,8,8
30347,6,2,6,6,6
30348,20,8,20,20,20
30349,4,4,4,4,4
30350,39,39,39,39,39
30351,0,0,0,0,0
30352,6,6,6,6,6
30353,24,0,0,0,0
30354,21,1,1,1,1
30355,3,6,3,3,3
30356,9,9,9,9,9
30357,32,2,32,32,32
30358,38,6,38,38,38
30359,24,2,0,24,0
30360,3,6,3,3,3
30361,1,1,1,1,1
30362,42,2,42,42,42
30363,39,39,39,39,39
30364,46,1,46,46,46
30365,40,1,46,46,40
30366,4,4,4,4,4
30367,18,1,18,18,1
30368,46,4,46,46,46
30369,46,4,46,46,46
30370,8,3,8,44,44
30371,21,1,1,1,1
30372,9,3,9,9,9
30373,7,7,7,7,7
30374,30,4,30,30,30
30375,7,7,7,7,7
30376,45,39,45,45,45
30377,16,2,16,16,16
30378,0,0,0,24,0
30379,6,6,6,6,6
30380,6,3,6,6,6
30381,36,2,36,36,36
30382,28,2,28,5,28
30383,4,9,34,34,4
30384,25,8,25,25,25
30385,8,4,8,8,8
30386,21,1,18,18,18
30387,39,39,39,39,39
30388,29,7,29,29,29
30389,3,3,3,3,3
30390,2,2,2,2,2
30391,18,1,18,18,18
30392,0,0,0,0,0
30393,1,1,1,1,1
30394,24,0,0,0,0
30395,37,3,37,37,37
30396,25,39,25,25,25
30397,28,6,28,28,28
30398,5,5,5,5,5
30399,3,8,3,3,3
30400,30,3,30,30,30
30401,21,1,1,1,1
30402,29,39,29,29,29
30403,2,2,2,2,2
30404,1,1,1,1,1
30405,3,8,3,3,3
30406,1,1,1,18,1
30407,11,3,8,11,11
30408,18,3,18,18,18
30409,9,8,9,9,9
30410,29,7,29,29,29
30411,24,0,0,0,0
30412,1,1,1,18,1
30413,3,0,3,3,3
30414,21,1,1,1,1
30415,24,0,0,0,0
30416,19,4,19,19,19
30417,1,1,1,1,1
30418,29,6,29,29,29
30419,39,39,12,12,39
30420,39,4,39,39,39
30421,6,3,6,6,6
30422,46,7,46,46,46
30423,28,3,28,28,28
30424,45,0,45,45,45
30425,25,1,25,25,25
30426,37,6,37,6,6
30427,2,2,2,2,2
30428,9,1,9,9,9
30429,1,1,1,1,1
30430,36,24,36,36,36
30431,11,39,23,23,23
30432,5,3,5,5,5
30433,40,39,15,15,15
30434,9,9,9,9,9
30435,1,1,1,1,1
30436,19,5,19,19,19
30437,36,2,2,2,2
30438,15,39,15,15,15
30439,28,8,28,28,28
30440,9,3,9,41,9
30441,28,39,28,28,28
30442,3,3,3,3,3
30443,24,0,0,28,24
30444,18,1,1,1,1
30445,6,6,6,6,6
30446,18,6,18,18,18
30447,7,9,9,7,7
30448,43,39,43,43,43
30449,30,2,30,30,30
30450,8,8,8,8,8
30451,8,8,8,8,8
30452,39,8,39,12,39
30453,8,8,8,8,8
30454,2,3,2,2,2
30455,5,6,5,5,5
30456,7,3,7,7,7
30457,18,3,18,18,18
30458,23,0,23,23,23
30459,30,3,30,30,30
30460,40,8,15,15,15
30461,23,1,23,23,23
30462,14,3,14,14,14
30463,1,1,1,1,1
30464,8,8,8,8,8
30465,1,1,21,1,1
30466,29,8,29,29,29
30467,21,1,1,1,1
30468,28,2,28,28,28
30469,1,1,1,1,1
30470,41,7,9,41,9
30471,31,0,30,30,30
30472,21,1,1,1,1
30473,28,6,28,28,5
30474,28,5,28,28,28
30475,23,0,23,23,23
30476,30,24,30,30,30
30477,13,0,13,13,13
30478,6,6,6,6,6
30479,9,8,9,9,9
30480,46,1,46,46,46
30481,45,4,45,45,45
30482,1,1,1,1,1
30483,3,2,3,3,3
30484,3,0,3,3,3
30485,21,1,21,21,1
30486,38,3,38,38,38
30487,43,39,43,43,43
30488,20,39,20,20,20
30489,45,8,45,45,45
30490,34,8,34,34,34
30491,45,39,45,45,45
30492,0,0,0,0,0
30493,4,4,4,4,4
30494,18,1,19,18,18
30495,45,39,45,45,45
30496,0,0,0,0,0
30497,7,7,7,7,7
30498,39,39,39,39,39
30499,7,7,7,7,7
30500,3,3,3,3,3
30501,46,8,46,46,46
30502,2,2,2,2,2
30503,9,7,9,9,9
30504,9,9,9,9,9
30505,43,43,43,43,43
30506,18,1,1,21,1
30507,8,8,8,8,8
30508,0,0,0,0,0
30509,44,5,44,44,44
30510,28,5,28,28,28
30511,7,7,7,7,7
30512,0,0,24,24,0
30513,3,3,3,3,3
30514,1,4,1,1,1
30515,28,0,5,5,5
30516,8,8,8,8,8
30517,30,0,30,30,30
30518,32,8,32,32,32
30519,4,4,4,4,4
30520,24,0,24,24,24
30521,36,4,4,30,38
30522,29,7,29,29,29
30523,21,6,21,21,21
30524,15,7,15,15,15
30525,8,8,8,8,8
30526,33,8,33,33,33
30527,15,6,15,15,15
30528,25,8,25,25,25
30529,18,1,18,18,18
30530,24,24,24,24,24
30531,7,2,7,7,7
30532,6,6,6,6,6
30533,7,1,7,7,7
30534,6,24,6,6,6
30535,6,6,6,6,6
30536,9,4,9,9,9
30537,26,0,26,26,26
30538,35,2,2,35,2
30539,11,8,11,11,11
30540,7,7,7,7,7
30541,1,1,1,21,1
30542,3,3,3,3,3
30543,9,0,9,9,9
30544,39,0,39,39,39
30545,3,3,3,3,3
30546,6,6,6,6,6
30547,21,2,21,21,21
30548,0,24,0,24,0
30549,46,8,46,46,46
30550,25,7,25,45,25
30551,18,1,18,18,18
30552,14,0,14,14,14
30553,4,4,4,4,4
30554,2,0,2,2,2
30555,21,1,21,21,1
30556,36,8,36,36,36
30557,4,8,4,34,4
30558,1,1,1,1,1
30559,20,8,20,20,42
30560,24,24,24,24,24
30561,1,6,1,1,1
30562,45,0,45,45,45
30563,0,0,0,0,0
30564,1,1,1,1,1
30565,11,2,11,11,11
30566,2,2,2,2,2
30567,4,4,4,4,4
30568,5,6,5,5,5
30569,42,6,46,42,42
30570,38,4,38,38,38
30571,6,6,6,6,6
30572,24,0,24,24,0
30573,11,39,27,27,27
30574,46,1,46,46,46
30575,4,7,4,4,4
30576,29,39,29,29,29
30577,45,8,45,45,45
30578,21,6,21,21,21
30579,39,39,39,39,39
30580,24,0,24,24,0
30581,33,8,33,33,33
30582,5,1,5,1,5
30583,25,8,25,25,25
30584,24,0,0,0,0
30585,11,3,11,11,11
30586,1,1,1,1,1
30587,8,3,8,8,8
30588,21,1,18,18,18
30589,8,8,8,8,8
30590,39,39,39,39,39
30591,0,6,0,0,0
30592,25,39,25,25,25
30593,6,6,6,6,6
30594,14,39,14,14,14
30595,0,3,0,0,0
30596,44,24,4,36,44
30597,30,0,30,30,30
30598,36,39,36,36,36
30599,1,1,1,1,1
30600,8,8,8,8,8
30601,35,2,35,35,35
30602,12,39,12,12,12
30603,45,39,45,45,45
30604,1,1,1,1,1
30605,1,1,1,1,1
30606,38,6,38,38,38
30607,2,2,2,2,2
30608,3,3,3,3,3
30609,9,4,9,9,9
30610,46,1,46,46,46
30611,8,8,8,8,8
30612,2,2,2,2,2
30613,9,6,9,9,9
30614,8,8,8,8,8
30615,6,6,6,6,6
30616,10,3,10,10,10
30617,42,6,42,42,42
30618,12,39,12,12,12
30619,5,8,5,5,5
30620,43,39,43,43,43
30621,9,4,9,9,9
30622,3,8,3,3,3
30623,0,0,0,0,0
30624,37,6,37,37,37
30625,18,1,21,21,21
30626,6,24,6,6,6
30627,4,4,4,4,4
30628,7,7,7,7,7
30629,8,8,8,8,8
30630,2,2,2,2,2
30631,9,8,9,9,9
30632,18,1,1,18,1
30633,3,3,3,3,3
30634,6,6,6,6,6
30635,7,7,7,7,7
30636,28,2,28,28,28
30637,1,6,1,1,1
30638,43,39,43,43,43
30639,3,3,3,3,3
30640,16,2,16,16,16
30641,29,6,29,29,29
30642,8,8,8,11,11
30643,4,39,4,4,4
30644,4,4,4,30,4
30645,9,8,9,9,9
30646,1,6,1,1,1
30647,5,7,5,5,5
30648,6,6,6,6,6
30649,4,4,4,4,4
30650,24,24,24,24,24
30651,28,6,28,28,28
30652,30,0,30,30,30
30653,43,43,43,43,43
30654,44,0,0,24,36
30655,17,39,17,17,17
30656,0,0,0,0,0
30657,22,39,22,22,22
30658,24,0,0,0,0
30659,4,39,4,4,4
30660,0,6,0,0,0
30661,25,8,25,25,25
30662,1,1,1,1,1
30663,0,0,0,0,0
30664,42,6,42,42,42
30665,21,1,21,21,1
30666,1,4,21,21,21
30667,22,39,22,22,22
30668,36,39,36,36,36
30669,24,1,24,24,24
30670,43,39,43,43,43
30671,6,6,6,6,6
30672,5,6,5,5,5
30673,45,39,45,45,45
30674,2,2,2,2,2
30675,23,8,23,23,23
30676,43,39,43,43,43
30677,2,2,2,2,2
30678,46,1,46,46,46
30679,6,6,6,6,6
30680,7,7,7,7,7
30681,30,0,30,30,30
30682,28,6,28,28,28
30683,14,5,14,14,14
30684,34,6,34,34,34
30685,25,8,25,25,25
30686,32,2,32,32,32
30687,8,8,8,8,8
30688,43,43,43,43,43
30689,25,8,25,25,25
30690,7,7,7,7,7
30691,9,0,9,9,9
30692,28,5,28,28,28
30693,3,2,3,3,3
30694,46,8,46,46,46
30695,15,39,15,46,15
30696,27,2,27,27,27
30697,39,8,39,39,39
30698,7,7,7,7,7
30699,24,2,24,24,24
30700,4,8,4,4,4
30701,24,24,24,24,24
30702,45,39,45,45,45
30703,5,8,5,5,5
30704,1,1,1,1,1
30705,7,8,7,7,7
30706,7,43,7,7,7
30707,30,2,30,30,30
30708,6,2,6,6,6
30709,1,1,1,1,1
30710,3,0,3,3,3
30711,24,0,24,24,0
30712,30,4,30,30,30
30713,0,0,24,0,0
30714,34,1,34,34,34
30715,6,3,6,6,6
30716,2,2,2,2,2
30717,34,8,34,34,34
30718,17,0,17,17,17
30719,0,0,0,0,0
30720,28,6,28,28,28
30721,30,4,30,30,30
30722,7,0,7,7,7
30723,8,1,8,8,8
30724,24,0,24,24,24
30725,24,0,24,24,0
30726,1,4,1,1,1
30727,8,1,8,8,8
30728,4,4,4,4,4
30729,10,8,10,10,10
30730,6,6,6,6,6
30731,34,9,34,34,34
30732,4,2,4,4,4
30733,7,8,7,7,7
30734,15,8,15,15,15
30735,28,3,28,28,28
30736,8,8,8,8,8
30737,26,24,16,26,26
30738,5,5,5,28,5
30739,5,2,28,28,28
30740,2,3,2,2,2
30741,9,4,9,9,9
30742,4,4,4,4,4
30743,22,39,22,22,22
30744,9,9,9,9,9
30745,28,0,28,28,28
30746,39,39,39,39,39
30747,1,1,1,1,1
30748,0,8,0,0,0
30749,46,8,37,37,46
30750,5,12,5,5,5
30751,35,2,2,2,2
30752,8,8,8,8,8
30753,17,43,17,17,17
30754,9,9,9,9,9
30755,25,4,25,25,25
30756,42,8,42,42,42
30757,4,4,4,4,4
30758,6,6,6,6,6
30759,12,0,12,12,12
30760,32,6,32,32,32
30761,1,1,1,1,1
30762,3,3,3,3,3
30763,4,4,4,4,4
30764,30,39,30,30,30
30765,3,3,3,3,3
30766,35,3,2,2,2
30767,5,12,5,5,5
30768,8,8,8,8,8
30769,3,0,3,3,3
30770,18,1,1,1,1
30771,0,24,24,24,0
30772,0,0,24,0,0
30773,29,39,29,29,29
30774,7,8,7,7,7
30775,15,8,15,15,15
30776,5,8,6,37,6
30777,0,0,0,0,0
30778,38,6,38,38,38
30779,38,8,38,38,38
30780,24,0,24,24,0
30781,3,8,3,3,3
30782,1,1,1,1,1
30783,24,0,0,0,0
30784,28,24,28,28,28
30785,7,0,7,7,7
30786,39,39,39,39,39
30787,8,8,8,8,8
30788,7,3,7,7,7
30789,32,39,32,32,32
30790,28,3,28,28,28
30791,36,39,36,39,36
30792,9,9,9,9,9
30793,6,2,16,16,16
30794,6,6,6,6,6
30795,28,39,28,28,28
30796,43,39,43,43,43
30797,33,8,33,33,33
30798,42,6,42,42,42
30799,9,8,9,9,9
30800,0,0,0,0,0
30801,8,8,8,8,8
30802,0,0,0,0,0
30803,26,2,26,26,26
30804,18,6,18,18,18
30805,18,1,1,1,1
30806,44,5,44,41,41
30807,39,4,39,39,39
30808,6,2,6,6,6
30809,24,0,0,0,0
30810,46,8,46,46,46
30811,21,0,21,21,21
30812,44,6,44,44,44
30813,39,39,39,39,39
30814,12,39,12,12,12
30815,8,1,8,8,8
30816,39,39,39,39,39
30817,3,3,3,3,3
30818,2,2,2,2,2
30819,4,9,4,4,4
30820,2,2,2,2,2
30821,2,2,2,2,2
30822,8,8,8,8,8
30823,38,3,38,38,38
30824,9,8,9,9,9
30825,13,0,13,13,13
30826,9,3,9,9,9
30827,19,5,19,19,19
30828,45,39,45,45,45
30829,9,9,9,9,9
30830,24,6,24,24,24
30831,0,0,24,24,0
30832,2,9,2,2,2
30833,3,8,3,3,3
30834,7,8,7,7,7
30835,5,13,5,5,5
30836,1,1,1,1,1
30837,5,6,5,5,5
30838,4,39,4,4,4
30839,1,1,1,1,1
30840,30,24,30,30,30
30841,9,8,9,9,9
30842,5,8,5,5,5
30843,12,24,12,12,12
30844,8,8,8,8,8
30845,43,39,43,43,43
30846,21,6,21,21,21
30847,17,39,17,17,17
30848,31,4,31,31,31
30849,4,8,4,4,4
30850,9,4,9,9,9
30851,39,39,39,39,39
30852,9,9,9,9,9
30853,4,1,4,4,4
30854,6,6,6,6,6
30855,18,1,18,18,1
30856,5,0,5,5,5
30857,9,7,9,9,9
30858,5,29,5,5,5
30859,5,6,5,5,5
30860,12,39,12,12,12
30861,9,4,9,9,9
30862,26,6,26,26,26
30863,30,24,30,30,30
30864,41,4,41,41,41
30865,38,6,38,38,38
30866,39,39,39,39,39
30867,5,8,5,5,5
30868,38,8,38,38,38
30869,0,0,0,0,0
30870,8,8,8,8,8
30871,21,1,1,1,1
30872,28,5,28,28,5
30873,45,39,45,45,45
30874,6,6,6,6,6
30875,9,9,9,9,9
30876,9,8,4,4,4
30877,25,8,25,25,25
30878,34,4,4,4,34
30879,5,3,5,5,5
30880,7,7,7,7,7
30881,39,39,39,39,39
30882,46,1,46,46,46
30883,3,0,3,3,3
30884,8,8,8,8,8
30885,27,39,27,27,27
30886,22,39,22,22,22
30887,30,43,30,30,30
30888,22,39,22,22,22
30889,3,6,3,3,3
30890,32,39,32,32,32
30891,8,8,8,8,8
30892,45,39,45,45,45
30893,20,39,20,20,20
30894,21,6,21,21,21
30895,43,39,43,43,43
30896,25,43,25,25,25
30897,27,39,36,27,36
30898,39,1,39,39,39
30899,44,2,9,44,9
30900,3,3,3,3,3
30901,28,3,28,28,28
30902,2,2,2,2,2
30903,3,3,3,3,3
30904,32,0,32,32,32
30905,28,6,28,5,28
30906,25,8,25,25,25
30907,28,43,5,28,28
30908,31,4,31,31,31
30909,0,2,13,13,13
30910,46,4,29,29,29
30911,46,8,46,46,46
30912,31,39,31,31,31
30913,6,6,6,6,6
30914,6,6,6,6,6
30915,1,1,1,1,1
30916,5,6,5,5,5
30917,21,1,1,1,1
30918,0,0,0,0,0
30919,2,2,2,2,2
30920,3,6,3,3,3
30921,0,0,0,0,0
30922,6,6,6,6,6
30923,39,39,39,39,39
30924,43,0,43,7,7
30925,0,0,0,0,0
30926,24,0,0,0,0
30927,25,39,25,25,25
30928,9,9,9,9,9
30929,33,2,33,33,33
30930,21,0,21,21,21
30931,32,8,32,32,32
30932,36,39,36,36,36
30933,9,3,9,9,9
30934,19,3,19,19,19
30935,3,3,3,3,3
30936,0,0,24,24,24
30937,6,6,6,6,6
30938,16,3,16,16,16
30939,45,39,45,45,45
30940,17,3,17,17,17
30941,10,8,10,10,10
30942,3,3,3,3,3
30943,43,39,43,43,43
30944,1,8,1,1,1
30945,29,6,29,29,29
30946,8,6,8,8,8
30947,30,2,30,30,30
30948,22,39,22,22,22
30949,10,39,10,10,10
30950,6,3,6,6,6
30951,4,4,4,4,4
30952,42,2,42,42,42
30953,28,6,28,28,28
30954,20,39,20,20,20
30955,45,39,45,45,45
30956,37,6,37,37,37
30957,29,5,29,29,29
30958,3,3,3,3,3
30959,2,8,2,2,2
30960,4,8,4,4,4
30961,43,39,43,43,43
30962,2,8,2,2,2
30963,2,2,2,2,2
30964,21,1,1,1,1
30965,1,1,1,1,1
30966,4,4,4,4,4
30967,39,39,39,39,39
30968,0,2,0,0,0
30969,21,1,1,18,1
30970,2,6,2,2,2
30971,6,6,6,6,6
30972,6,6,6,6,6
30973,8,8,8,8,8
30974,9,9,9,9,9
30975,24,0,24,24,24
30976,3,8,3,3,3
30977,1,1,1,1,1
30978,6,6,6,6,6
30979,12,6,12,12,39
30980,1,1,1,1,1
30981,0,2,0,0,0
30982,36,24,36,36,36
30983,12,39,12,12,39
30984,46,1,46,46,46
30985,7,7,7,7,7
30986,6,6,6,6,6
30987,12,39,12,12,12
30988,21,1,21,21,1
30989,2,6,2,2,2
30990,32,3,32,32,32
30991,1,1,1,1,1
30992,5,6,6,6,6
30993,23,8,43,23,23
30994,30,24,30,30,30
30995,12,6,12,12,12
30996,43,0,43,43,43
30997,19,6,19,19,19
30998,0,0,0,0,0
30999,7,0,7,7,7
31000,8,8,8,8,8
31001,8,8,8,8,8
31002,21,2,21,21,21
31003,21,1,1,1,1
31004,30,2,4,30,30
31005,28,5,28,28,28
31006,39,5,39,39,39
31007,46,6,46,46,46
31008,39,39,39,39,30
31009,38,2,38,38,38
31010,9,9,9,9,9
31011,10,8,10,10,10
31012,18,1,18,18,18
31013,32,39,32,32,32
31014,2,2,2,2,2
31015,8,8,8,8,8
31016,2,2,2,2,2
31017,1,1,1,1,1
31018,7,43,7,7,7
31019,0,0,0,0,0
31020,21,1,21,21,1
31021,40,8,40,40,15
31022,46,1,46,46,46
31023,43,0,43,43,43
31024,45,39,45,45,45
31025,25,39,25,25,25
31026,46,1,46,46,46
31027,2,2,2,2,2
31028,29,7,29,29,29
31029,6,6,6,6,6
31030,46,6,46,46,46
31031,0,0,0,0,0
31032,45,1,45,45,45
31033,11,8,11,11,11
31034,31,4,31,31,31
31035,37,3,37,37,37
31036,42,2,42,42,42
31037,0,0,24,24,0
31038,19,24,19,19,19
31039,2,2,2,2,2
31040,8,1,8,8,8
31041,46,8,46,46,46
31042,39,39,39,39,39
31043,12,39,39,12,12
31044,2,2,2,2,2
31045,43,39,43,43,43
31046,9,3,9,9,9
31047,46,5,29,29,29
31048,22,39,22,22,22
31049,7,1,7,7,7
31050,24,24,24,24,24
31051,28,1,5,28,5
31052,46,1,46,46,46
31053,7,7,7,7,7
31054,5,39,28,28,28
31055,21,6,21,21,21
31056,0,6,0,0,0
31057,28,6,28,28,28
31058,7,7,7,7,7
31059,3,3,3,3,3
31060,24,0,24,24,24
31061,3,8,3,3,3
31062,44,1,9,9,9
31063,8,6,8,8,8
31064,6,3,6,6,6
31065,10,3,10,10,10
31066,28,5,28,28,28
31067,12,6,12,12,12
31068,46,8,46,46,46
31069,30,24,30,30,30
31070,41,3,28,28,28
31071,7,4,7,7,7
31072,1,1,1,1,1
31073,24,0,24,24,0
31074,18,1,1,1,1
31075,24,24,24,24,24
31076,5,6,5,5,28
31077,4,4,4,4,4
31078,1,1,1,1,1
31079,7,7,7,7,7
31080,8,8,8,8,8
31081,5,8,5,5,5
31082,7,7,7,7,7
31083,35,2,2,35,35
31084,1,1,1,1,1
31085,3,3,3,3,3
31086,24,24,24,24,24
31087,0,0,24,24,24
31088,24,24,24,24,24
31089,24,6,24,0,0
31090,1,1,1,1,1
31091,1,1,1,1,1
31092,5,6,5,5,5
31093,20,39,20,20,27
31094,0,0,0,0,0
31095,1,1,1,1,1
31096,19,7,19,19,19
31097,1,1,1,1,1
31098,17,8,17,17,17
31099,21,1,21,21,1
31100,29,39,29,29,29
31101,2,2,2,2,2
31102,4,4,4,4,4
31103,9,4,9,9,9
31104,3,3,3,3,3
31105,4,39,4,4,4
31106,5,3,5,5,5
31107,5,2,5,5,5
31108,1,1,1,1,1
31109,19,3,19,19,19
31110,30,24,30,30,30
31111,3,2,3,3,3
31112,30,0,30,30,30
31113,9,9,9,9,9
31114,2,2,2,2,2
31115,30,0,30,30,30
31116,21,2,21,21,21
31117,28,6,28,28,28
31118,4,4,4,4,4
31119,32,6,32,32,32
31120,1,1,1,1,1
31121,23,39,23,23,23
31122,8,8,8,8,8
31123,24,1,24,24,24
31124,3,3,3,3,3
31125,6,2,6,6,6
31126,8,4,8,8,8
31127,37,6,37,37,37
31128,4,4,4,4,4
31129,17,2,17,17,17
31130,39,39,39,39,39
31131,25,0,25,25,25
31132,1,1,1,1,1
31133,28,8,5,28,5
31134,2,2,2,2,2
31135,2,2,2,2,2
31136,46,8,46,46,46
31137,2,2,2,2,2
31138,19,5,19,19,19
31139,4,8,4,4,4
31140,2,6,2,2,2
31141,7,1,7,7,7
31142,19,7,19,19,19
31143,38,1,38,38,38
31144,43,0,43,43,43
31145,18,1,1,1,1
31146,25,39,25,25,25
31147,7,3,7,7,7
31148,7,7,7,7,7
31149,24,24,24,24,24
31150,4,39,4,4,4
31151,1,1,1,1,1
31152,11,3,11,11,11
31153,8,8,8,8,8
31154,9,9,9,9,9
31155,18,1,18,18,18
31156,4,1,4,4,4
31157,46,1,46,46,46
31158,28,6,28,28,28
31159,7,7,7,7,7
31160,3,3,3,3,3
31161,1,1,21,1,1
31162,35,2,35,35,35
31163,8,8,8,8,8
31164,1,4,1,1,1
31165,42,6,6,15,6
31166,6,6,6,6,6
31167,4,4,4,4,4
31168,5,0,5,5,5
31169,43,39,43,43,43
31170,1,1,1,1,1
31171,43,39,43,43,43
31172,0,0,0,0,0
